id,created_at,updated_at,flight_identifier,flt_num,scheduled_origin_gate,scheduled_destination_gate,out_gmt,in_gmt,off_gmt,on_gmt,destination,origin,destination_full_name,origin_full_name
293389,2019-09-19 20:36:44,2019-09-19 20:36:44,03f5e81c-9602-4f6a-a39f-483b02935970,515,Any,Any,2019-02-09 21:51:54,2019-02-10 03:25:46,2019-02-09 22:05:40,2019-02-10 03:19:56,ACC,CMN,Kotoka Intl,Mohammed V Intl
293390,2019-09-19 20:36:44,2019-09-19 20:36:44,0ac10fd5-6191-425e-a844-62f1bb9bc1f1,4578,31,B14,2019-02-09 21:57:53,2019-02-10 00:02:29,2019-02-09 22:18:40,2019-02-09 23:55:26,IND,DCA,Indianapolis Intl,Ronald Reagan Washington Natl
293391,2019-09-19 20:36:44,2019-09-19 20:36:44,1474a8cd-5cd7-43f1-ba48-a64ab81d42f9,58,D,Any,2019-02-09 22:03:44,2019-02-10 08:06:35,2019-02-09 22:18:38,2019-02-10 08:03:04,LIS,BSB,Lisbon,Pres Juscelino Kubitschek Intl
293393,2019-09-19 20:36:44,2019-09-19 20:36:44,206edfb4-7bc8-4172-9b6a-f5a5724fa0d3,251,C64,Any,2019-02-09 21:55:24,2019-02-10 12:32:46,2019-02-09 22:12:11,2019-02-10 12:26:26,SCL,LHR,Arturo Merino Benitez Intl,Heathrow
293394,2019-09-19 20:36:44,2019-09-19 20:36:44,218ea46f-1982-4727-b494-2b2da793b357,4489,23,Any,2019-02-09 22:14:59,2019-02-09 23:44:04,2019-02-09 22:27:04,2019-02-09 23:39:42,BTV,DCA,Burlington Intl,Ronald Reagan Washington Natl
293395,2019-09-19 20:36:44,2019-09-19 20:36:44,2a868ac8-6faa-499f-876a-4c0ce0c4e3fd,946,Any,F62,2019-02-09 22:02:23,2019-02-10 06:34:13,2019-02-09 22:21:42,2019-02-10 06:27:50,ARN,ORD,Arlanda,Chicago-o'hare Intl
293396,2019-09-19 20:36:44,2019-09-19 20:36:44,2b73f8bf-5152-4db5-a02b-c8ce4620b1f8,821,4,8,2019-02-09 21:44:05,2019-02-09 23:55:03,2019-02-09 21:59:21,2019-02-09 23:51:36,LGB,HDN,Long Beach/daugherty Field,Yampa Valley
293398,2019-09-19 20:36:44,2019-09-19 20:36:44,34ae99e8-14d0-43cd-9192-bb27a1c2c11f,352,9,10,2019-02-09 22:06:01,2019-02-10 01:16:39,2019-02-09 22:19:16,2019-02-10 01:11:27,DFW,SJC,Dallas-ft Worth Intl,Mineta San Jose Intl
293400,2019-09-19 20:36:44,2019-09-19 20:36:44,3cebc34e-3d32-4a6c-8bd9-71aeed983d93,5451,E21,Any,2019-02-09 21:55:33,2019-02-10 00:13:56,2019-02-09 22:26:03,2019-02-10 00:08:38,PIA,CLT,Greater Peoria Regl,Charlotte/douglas Intl
293401,2019-09-19 20:36:44,2019-09-19 20:36:44,41a59b74-df65-495d-861f-4b994a6ffb74,67,13N,Any,2019-02-09 21:52:45,2019-02-10 09:16:15,2019-02-09 22:05:45,2019-02-10 09:09:51,SIN,WAW,Changi,Okecie
293402,2019-09-19 20:36:44,2019-09-19 20:36:44,497bb874-683e-49be-9df8-13b23fe2a58f,5025,35X,Any,2019-02-09 21:54:43,2019-02-10 00:27:38,2019-02-09 22:14:40,2019-02-10 00:22:38,JAN,DCA,Jackson-evers Intl,Ronald Reagan Washington Natl
293403,2019-09-19 20:36:44,2019-09-19 20:36:44,4fb7e0bd-ab23-43fa-89c8-b2828b99c2d4,7685,C85,9,2019-02-09 21:50:21,2019-02-10 02:18:05,2019-02-09 22:07:12,2019-02-10 02:10:57,IAH,YUL,George Bush Intercontinental/h,Montreal/pierre-elliott-trudea
293405,2019-09-19 20:36:44,2019-09-19 20:36:44,536ebf1e-1535-490d-ab27-c0ba95169a83,1363,Any,Any,2019-02-09 22:05:23,2019-02-10 00:39:23,2019-02-09 22:20:25,2019-02-10 00:33:13,MAD,EMA,Barajas,East Midlands
293406,2019-09-19 20:36:44,2019-09-19 20:36:44,56e74c34-7278-4e57-b0b1-9f81edd1436b,87,A61,Any,2019-02-09 21:58:44,2019-02-10 04:48:45,2019-02-09 22:18:49,2019-02-10 04:43:18,ZRH,YUL,Zurich,Montreal/pierre-elliott-trudea
293407,2019-09-19 20:36:44,2019-09-19 20:36:44,5cb202df-190d-4777-bd74-691d7a53878a,317,Any,Any,2019-02-09 21:47:53,2019-02-09 22:52:30,2019-02-09 22:03:30,2019-02-09 22:47:29,ANU,SXM,V C Bird Intl,Princess Juliana Intl
293408,2019-09-19 20:36:44,2019-09-19 20:36:44,5e2e59d8-d5d6-4ce6-9bf5-cd00e9cb8fea,2299,Any,Any,2019-02-09 21:53:57,2019-02-09 23:38:52,2019-02-09 22:08:32,2019-02-09 23:34:54,ELD,DFW,South Arkansas Regl At Goodwin,Dallas-ft Worth Intl
293409,2019-09-19 20:36:44,2019-09-19 20:36:44,623c4aeb-0ef3-441e-8efc-15bb61c5aaff,17,D4,8,2019-02-09 21:54:09,2019-02-10 03:36:38,2019-02-09 22:13:21,2019-02-10 03:29:28,SEA,PHL,Seattle-tacoma Intl,Philadelphia Intl
293410,2019-09-19 20:36:44,2019-09-19 20:36:44,6350027b-fcee-48e1-83db-edbe43793539,5367,35X,A2,2019-02-09 21:54:42,2019-02-09 22:48:05,2019-02-09 22:09:38,2019-02-09 22:43:56,ORF,DCA,Norfolk Intl,Ronald Reagan Washington Natl
293411,2019-09-19 20:36:44,2019-09-19 20:36:44,65d66b5d-9d1b-4a2e-a666-5ef324659afd,775,Any,Any,2019-02-09 21:58:59,2019-02-09 23:42:28,2019-02-09 22:15:13,2019-02-09 23:37:48,CEZ,DEN,Cortez Mun,Denver Intl
293412,2019-09-19 20:36:44,2019-09-19 20:36:44,7332ec87-94e8-461e-a879-93dd121591b7,309,5,GA02,2019-02-09 21:58:34,2019-02-09 23:04:28,2019-02-09 22:04:54,2019-02-09 22:59:47,SLU,ANU,George F. Charles,V C Bird Intl
293413,2019-09-19 20:36:44,2019-09-19 20:36:44,734c19f7-a17a-4179-bd2c-f2e131dff5c4,502,Any,Any,2019-02-09 21:56:11,2019-02-09 22:51:07,2019-02-09 22:10:44,2019-02-09 22:46:00,AUA,CUR,Reina Beatrix Intl,Willemstad/hato Intl.
293414,2019-09-19 20:36:44,2019-09-19 20:36:44,75a6137d-e320-4c2b-8cc3-fbee1025ade9,70,A24,Any,2019-02-09 22:00:12,2019-02-10 07:46:14,2019-02-09 22:16:39,2019-02-10 07:39:06,FRA,DFW,Frankfurt/main,Dallas-ft Worth Intl
293415,2019-09-19 20:36:44,2019-09-19 20:36:44,7be469d2-afdc-493d-a60c-a91b125e1c5c,38,A31,Any,2019-02-09 21:52:43,2019-02-10 09:42:17,2019-02-09 22:08:38,2019-02-10 09:36:00,RUH,IAD,King Khaled Intl,Washington Dulles Intl
293419,2019-09-19 20:36:44,2019-09-19 20:36:44,86f67f4f-ba03-4c98-a0c6-30456fe4506d,1418,4,B29,2019-02-09 22:07:27,2019-02-09 23:18:11,2019-02-09 22:23:47,2019-02-09 23:10:55,ATL,ECP,Hartsfield - Jackson Atlanta I,NW Florida Beaches International
293421,2019-09-19 20:36:44,2019-09-19 20:36:44,8ce4b4ae-575c-4cd4-bd50-371cb8ae8d3d,1410,C01,45,2019-02-09 21:58:12,2019-02-09 23:47:37,2019-02-09 22:10:26,2019-02-09 23:42:27,SAN,SLC,San Diego Intl,Salt Lake City Intl
293423,2019-09-19 20:36:44,2019-09-19 20:36:44,9b28c1a8-5be0-4eb1-a5d9-5e1e8bfce743,703,E22,Any,2019-02-09 21:50:04,2019-02-10 03:12:54,2019-02-09 22:01:57,2019-02-10 03:06:22,ADD,FCO,Bole Intl,Fiumicino
293424,2019-09-19 20:36:44,2019-09-19 20:36:44,9b5b22e8-583c-4e74-842b-b234ce6fdbc5,439,11,B22A,2019-02-09 22:10:29,2019-02-10 07:55:00,2019-02-09 22:29:02,2019-02-10 07:47:25,FRA,DFW,Frankfurt/main,Dallas-ft Worth Intl
293426,2019-09-19 20:36:44,2019-09-19 20:36:44,a277055c-d17f-4983-8cd8-12a34d7df221,1222,Any,E33,2019-02-09 22:13:18,2019-02-10 01:45:51,2019-02-09 22:28:06,2019-02-10 01:40:33,MIA,BLA,Miami Intl,Gen. Jose Antonio Anzoategui I
293428,2019-09-19 20:36:44,2019-09-19 20:36:44,b1e53a71-e8f1-4325-9850-2d83d4146109,1558,2,C46,2019-02-09 21:55:23,2019-02-09 22:56:25,2019-02-09 22:11:36,2019-02-09 22:48:43,ATL,AGS,Hartsfield - Jackson Atlanta I,Augusta Regl At Bush
293430,2019-09-19 20:36:44,2019-09-19 20:36:44,b372e710-bb69-4534-a8f9-5f36a8e5d1f5,3202,Any,Any,2019-02-09 21:52:19,2019-02-09 23:15:24,2019-02-09 22:07:43,2019-02-09 23:11:29,CEC,OAK,,Metro Oakland Intl
293431,2019-09-19 20:36:44,2019-09-19 20:36:44,b7cede16-5813-4a9f-bb57-38d652e80e7e,596,Any,Any,2019-02-09 21:59:16,2019-02-09 23:47:06,2019-02-09 22:16:44,2019-02-09 23:43:11,DUJ,BWI,Dubois Regl,Baltimore/Washington Intl
293434,2019-09-19 20:36:44,2019-09-19 20:36:44,bba57df2-0325-4170-a427-37902ebc1733,960,C06,A15,2019-02-09 22:09:58,2019-02-10 00:09:55,2019-02-09 22:25:52,2019-02-10 00:04:44,ATL,RSW,Hartsfield - Jackson Atlanta I,Southwest Florida Intl
293436,2019-09-19 20:36:44,2019-09-19 20:36:44,c155952c-0cca-4a3f-a025-d5f9c20c0144,846,7,7,2019-02-09 22:03:14,2019-02-10 03:10:39,2019-02-09 22:18:26,2019-02-10 03:03:46,SMF,KOA,Sacramento Intl,Kona Intl At Keahole
293437,2019-09-19 20:36:44,2019-09-19 20:36:44,c2b75d07-a099-4b1f-b2ac-5966eb7fbdbd,814,G10,G6,2019-02-09 22:22:53,2019-02-10 03:34:11,2019-02-09 22:40:56,2019-02-10 03:29:41,MSP,MBJ,Minneapolis/St. Paul Intl,Sangster Intl
293438,2019-09-19 20:36:44,2019-09-19 20:36:44,c7827ad5-f143-4fd0-8971-24fc10179b7c,3550,D9,8,2019-02-09 22:07:21,2019-02-09 23:53:50,2019-02-09 22:25:40,2019-02-09 23:49:05,ILM,LGA,Wilmington Intl,La Guardia
293440,2019-09-19 20:36:44,2019-09-19 20:36:44,cb1052d7-8239-4507-8254-ee6693bb1cf2,887,A27,D9,2019-02-09 21:46:29,2019-02-10 03:37:30,2019-02-09 22:32:52,2019-02-10 03:32:23,PDX,ATL,Portland Intl,Hartsfield - Jackson Atlanta I
293442,2019-09-19 20:36:44,2019-09-19 20:36:44,dc0ad740-4690-47db-8ea8-f5ab4c2050f5,2833,A13,C05,2019-02-09 21:56:08,2019-02-10 02:22:03,2019-02-09 22:10:52,2019-02-10 02:15:04,SLC,YYZ,Salt Lake City Intl,Toronto/pearson Intl
293443,2019-09-19 20:36:44,2019-09-19 20:36:44,e4b3210b-ac31-4886-b671-b4a3c435a526,1425,C62,C13,2019-02-09 21:53:25,2019-02-10 02:52:41,2019-02-09 22:10:09,2019-02-10 02:46:18,SLC,JFK,Salt Lake City Intl,Kennedy Intl
293444,2019-09-19 20:36:44,2019-09-19 20:36:44,e5230316-9520-46ab-a56a-ba246016b892,513,Any,Any,2019-02-09 21:54:03,2019-02-09 22:49:25,2019-02-09 22:10:59,2019-02-09 22:45:24,EIS,SJU,TERRANCE B LETTSOME INTL,Luis Munoz Marin Intl
293445,2019-09-19 20:36:44,2019-09-19 20:36:44,ecae69f9-8298-4c63-8813-842e64aea8bb,1508,13,C35,2019-02-09 21:52:14,2019-02-09 22:48:22,2019-02-09 22:09:18,2019-02-09 22:42:43,ATL,SAV,Hartsfield - Jackson Atlanta I,Savannah/hilton Head Intl
293447,2019-09-19 20:36:44,2019-09-19 20:36:44,fa7389ab-b916-420f-9dfa-83bec014c958,869,5,C1,2019-02-09 21:48:38,2019-02-10 04:20:15,2019-02-09 22:01:57,2019-02-10 04:14:57,ANC,OGG,Stevens Anchorage Intl,Kahului
293448,2019-09-19 20:36:44,2019-09-19 20:36:44,fb568088-7b5c-4bcd-b28c-542a695b3ef2,5457,43C,B5,2019-02-09 21:50:48,2019-02-09 23:27:30,2019-02-09 22:05:07,2019-02-09 23:21:41,CHS,DCA,Charleston Afb/intl,Ronald Reagan Washington Natl
293449,2019-09-19 20:36:44,2019-09-19 20:36:44,20e258b6-f2a8-4815-b621-c74f591fe6aa,5297,Any,C13,2019-02-09 21:57:49,2019-02-10 01:06:48,2019-02-09 22:08:51,2019-02-10 01:02:04,MSP,HRL,Minneapolis/St. Paul Intl,Valley Intl
293451,2019-09-19 20:36:44,2019-09-19 20:36:44,910af9b1-08d4-4b24-84bf-b87b98b6fb38,383,F12,7,2019-02-09 22:08:01,2019-02-10 01:42:31,2019-02-09 22:48:52,2019-02-10 01:37:43,KIN,ATL,Norman Manley Intl,Hartsfield - Jackson Atlanta I
293452,2019-09-19 20:36:44,2019-09-19 20:36:44,9d4ac5a3-cdff-4e9b-91a7-beea1f635fa9,5061,8,35X,2019-02-09 21:56:11,2019-02-10 00:00:37,2019-02-09 22:11:34,2019-02-09 23:54:58,DCA,MHT,Ronald Reagan Washington Natl,Manchester
293454,2019-09-19 20:36:44,2019-09-19 20:36:44,f365dbed-909c-44f2-ad75-84adb80c70cb,864,B26,G9,2019-02-09 22:00:02,2019-02-10 04:27:27,2019-02-09 22:17:25,2019-02-10 04:23:41,MSP,PUJ,Minneapolis/St. Paul Intl,Punta Cana Intl
293456,2019-09-19 20:36:44,2019-09-19 20:36:44,c6a16d37-063b-4ae8-b393-5d4d3e709f2f,2799,5,7,2019-02-09 21:54:50,2019-02-09 23:42:24,2019-02-09 22:07:46,2019-02-09 23:37:36,AVL,PGD,Asheville Regl,Charlotte Co
293458,2019-09-19 20:36:44,2019-09-19 20:36:44,e9916aa9-ac47-4d9d-a604-5be40eed5fb5,5601,3,E14,2019-02-09 21:58:55,2019-02-09 23:47:28,2019-02-09 22:16:09,2019-02-09 23:40:25,CLT,DAB,Charlotte/douglas Intl,Daytona Beach Intl
293460,2019-09-19 20:36:44,2019-09-19 20:36:44,199d25f7-315c-4729-a785-9638cd7a0dbe,3317,1,12,2019-02-09 22:08:15,2019-02-09 23:44:39,2019-02-09 22:21:00,2019-02-09 23:38:39,DFW,LIT,Dallas-ft Worth Intl,Adams
293461,2019-09-19 20:36:44,2019-09-19 20:36:44,88ba31a7-4733-42ef-b927-3103ebd8bc5b,117,B24,A06,2019-02-09 22:06:11,2019-02-09 23:24:04,2019-02-09 22:46:52,2019-02-09 23:19:46,BHM,ATL,Birmingham-shuttlesworth Intl,Hartsfield - Jackson Atlanta I
293463,2019-09-19 20:36:44,2019-09-19 20:36:44,fa10598a-8921-45d1-90ed-e31e0d733ed2,2221,D8,F10,2019-02-09 21:50:56,2019-02-10 00:51:26,2019-02-09 21:59:17,2019-02-10 00:47:31,MSP,MSY,Minneapolis/St. Paul Intl,Armstrong New Orleans Intl
293465,2019-09-19 20:36:44,2019-09-19 20:36:44,171a18c4-73a9-4304-970b-f24ee208b4dd,42,G2,TBA,2019-02-09 22:13:49,2019-02-10 06:37:43,2019-02-09 22:30:02,2019-02-10 06:30:58,CDG,MSP,Charles-de-gaulle,Minneapolis/St. Paul Intl
293467,2019-09-19 20:36:44,2019-09-19 20:36:44,3470b582-5243-40db-80b5-d397d7a25082,4227,2,19,2019-02-09 22:03:17,2019-02-09 22:52:30,2019-02-09 22:13:13,2019-02-09 22:47:18,IAH,CLL,George Bush Intercontinental/h,Easterwood
293469,2019-09-19 20:36:44,2019-09-19 20:36:44,45f062bc-7744-4963-aa88-d1adb0590bd8,338,Any,G5,2019-02-09 21:53:27,2019-02-10 07:16:53,2019-02-09 22:13:26,2019-02-10 07:11:07,AMS,CUN,Schiphol,Cancun Intl
293471,2019-09-19 20:36:44,2019-09-19 20:36:44,63164f9b-09f4-4df1-985f-d8d01bf9b50f,3352,HG,26,2019-02-09 22:07:54,2019-02-10 00:14:05,2019-02-09 22:25:03,2019-02-10 00:08:26,SAN,HDN,San Diego Intl,Yampa Valley
293473,2019-09-19 20:36:44,2019-09-19 20:36:44,66f168ab-c89c-448c-8e07-7eb2f3f1bfd7,441,E9,68,2019-02-09 21:55:33,2019-02-10 05:59:19,2019-02-09 22:10:04,2019-02-10 05:53:20,CTS,HNL,New Chitose,Honolulu Intl
293475,2019-09-19 20:36:44,2019-09-19 20:36:44,6fccfe9e-1675-458a-9793-7a732617fa73,6341,D16,10,2019-02-09 22:01:01,2019-02-10 01:09:31,2019-02-09 22:21:12,2019-02-10 01:04:02,OKC,IAD,Will Rogers World,Washington Dulles Intl
293477,2019-09-19 20:36:44,2019-09-19 20:36:44,bcb54022-c248-4416-8066-ca211642e91f,1068,135,47,2019-02-09 21:48:34,2019-02-10 02:35:18,2019-02-09 22:03:52,2019-02-10 02:28:58,BOG,EWR,Eldorado Intl,Newark Liberty Intl
293479,2019-09-19 20:36:44,2019-09-19 20:36:44,be9ceb04-7b0f-493b-a206-d8ef0650a81e,1534,22,C49,2019-02-09 22:01:19,2019-02-10 00:24:32,2019-02-09 22:18:14,2019-02-10 00:16:44,ATL,OKC,Hartsfield - Jackson Atlanta I,Will Rogers World
293482,2019-09-19 20:36:44,2019-09-19 20:36:44,bf9edb21-828e-4d0f-b22e-37c5d2ebc3d0,760,5,Any,2019-02-09 22:07:29,2019-02-10 01:15:55,2019-02-09 22:21:37,2019-02-10 01:12:10,YQG,MLB,Windsor,Melbourne Intl
293483,2019-09-19 20:36:44,2019-09-19 20:36:44,ccb7d919-2aca-457f-9fde-64b6ce60d910,639,4,Any,2019-02-09 21:51:44,2019-02-10 07:01:38,2019-02-09 22:08:06,2019-02-10 06:54:27,CDG,IAH,Charles-de-gaulle,George Bush Intercontinental/h
293484,2019-09-19 20:36:44,2019-09-19 20:36:44,d117345a-2a47-4015-ae69-ec51eee26847,1554,C1,43,2019-02-09 21:59:07,2019-02-10 02:12:43,2019-02-09 22:12:36,2019-02-10 02:05:20,SFO,MSP,San Francisco Intl,Minneapolis/St. Paul Intl
293485,2019-09-19 20:36:44,2019-09-19 20:36:44,d6930f9a-1c8b-4582-a3b5-0361c995fd09,368,53,F10,2019-02-09 22:04:49,2019-02-10 01:07:08,2019-02-09 22:22:39,2019-02-10 01:02:03,ATL,MEX,Hartsfield - Jackson Atlanta I,Lic Benito Juarez Intl
293486,2019-09-19 20:36:44,2019-09-19 20:36:44,f6b478f7-4f64-4d7a-a98f-e20f06a57f96,691,Any,48BC,2019-02-09 22:07:05,2019-02-10 00:21:48,2019-02-09 22:25:47,2019-02-10 00:15:13,BOG,SJO,Eldorado Intl,Juan Santamaria Intl
293487,2019-09-19 20:36:44,2019-09-19 20:36:44,fe40192a-e0c1-4580-8e16-6072d1506e77,1267,A3,C64,2019-02-09 22:06:35,2019-02-09 23:13:29,2019-02-09 22:20:40,2019-02-09 23:07:44,JFK,BOS,Kennedy Intl,Logan Intl
293489,2019-09-19 20:36:44,2019-09-19 20:36:44,3efac6a3-d5f1-4f14-a675-79ce79dedc39,1677,E80,F8,2019-02-09 21:59:15,2019-02-10 01:03:49,2019-02-09 22:07:05,2019-02-10 01:00:04,MSP,YVR,Minneapolis/St. Paul Intl,Vancouver Intl
293490,2019-09-19 20:36:44,2019-09-19 20:36:44,99c57581-fda6-415f-b68a-d81918dc1f7d,2156,9,Any,2019-02-09 22:06:05,2019-02-10 01:11:00,2019-02-09 22:18:19,2019-02-10 01:06:58,ATW,SFB,Outagamie Co Regl,Orlando Sanford
293492,2019-09-19 20:36:44,2019-09-19 20:36:44,75ab02a2-d0b5-4db3-88f0-0fb264908b1d,2211,D34,E12,2019-02-09 22:18:30,2019-02-10 02:03:45,2019-02-09 22:33:38,2019-02-10 01:56:39,ATL,LAS,Hartsfield - Jackson Atlanta I,Mc Carran Intl
293493,2019-09-19 20:36:44,2019-09-19 20:36:44,075f66bd-5b51-42f3-9545-646ab4c47c02,700,C07,D46,2019-02-09 21:51:20,2019-02-10 02:40:55,2019-02-09 22:11:03,2019-02-10 02:34:40,MKE,CUN,Gen Mitchell Intl,Cancun Intl
293495,2019-09-19 20:36:44,2019-09-19 20:36:44,2cc2b0d3-cbfa-4280-8524-63f90a2f2cf4,326,Any,Any,2019-02-09 22:04:51,2019-02-09 23:34:24,2019-02-09 22:22:21,2019-02-09 23:26:50,LAX,MCE,Los Angeles Intl,Merced Rgnl/macready
293496,2019-09-19 20:36:44,2019-09-19 20:36:44,a0a1bda4-7b74-417f-9ca3-25a6eda825ce,1968,20,D5,2019-02-09 22:10:52,2019-02-10 02:06:20,2019-02-09 22:31:14,2019-02-10 02:00:26,CLT,PUJ,Charlotte/douglas Intl,Punta Cana Intl
293497,2019-09-19 20:36:44,2019-09-19 20:36:44,c65c63d8-73d3-48e2-9cc7-cbf2dcf98b36,4963,A8,3,2019-02-09 22:04:44,2019-02-09 23:06:27,2019-02-09 22:19:50,2019-02-09 23:02:17,PHL,RIC,Philadelphia Intl,Richmond Intl
293499,2019-09-19 20:36:44,2019-09-19 20:36:44,dcecc1ec-d5a9-49d9-ab09-db211f7659e0,1791,C41,A5,2019-02-09 22:19:24,2019-02-10 00:21:04,2019-02-09 22:50:52,2019-02-10 00:17:43,MDW,ATL,Chicago Midway Intl,Hartsfield - Jackson Atlanta I
293501,2019-09-19 20:36:44,2019-09-19 20:36:44,0d50b672-3915-4dcb-9779-148819274173,2228,A2,72,2019-02-09 22:08:52,2019-02-10 04:01:11,2019-02-09 22:26:37,2019-02-10 03:54:56,SFO,PIT,San Francisco Intl,Pittsburgh Intl
293503,2019-09-19 20:36:44,2019-09-19 20:36:44,dac89b03-4e09-4d47-9ba8-b4bddfa162e9,5338,B13,43,2019-02-09 22:04:30,2019-02-09 23:49:38,2019-02-09 22:21:06,2019-02-09 23:45:22,DCA,IND,Ronald Reagan Washington Natl,Indianapolis Intl
293505,2019-09-19 20:36:44,2019-09-19 20:36:44,08dfad3b-54f2-4dba-85fc-88de75812764,5690,12,E32,2019-02-09 22:02:05,2019-02-10 00:02:49,2019-02-09 22:15:15,2019-02-09 23:58:10,CLT,MSN,Charlotte/douglas Intl,Dane Co Regl-truax
293507,2019-09-19 20:36:44,2019-09-19 20:36:44,1618acf4-2bc5-4c3a-9269-030b1406f12c,2900,C13,D33,2019-02-09 22:02:55,2019-02-09 23:30:35,2019-02-09 22:21:36,2019-02-09 23:25:33,LAS,SLC,Mc Carran Intl,Salt Lake City Intl
293510,2019-09-19 20:36:44,2019-09-19 20:36:44,224c5957-6b6f-4eb6-9190-538aeab64c14,162,Any,Any,2019-02-09 22:09:24,2019-02-10 07:54:41,2019-02-09 22:29:14,2019-02-10 07:47:42,BRU,PUJ,Brussels National,Punta Cana Intl
293512,2019-09-19 20:36:44,2019-09-19 20:36:44,282597aa-3cd5-4fc9-89d8-25b31e01c8ab,311,J14,Any,2019-02-09 22:15:23,2019-02-10 01:13:08,2019-02-09 22:34:00,2019-02-10 01:09:46,SAL,MIA,El Salvador Intl,Miami Intl
293514,2019-09-19 20:36:44,2019-09-19 20:36:44,2a5866b3-5b7a-478b-ba9d-3cafba10c3d3,590,Any,F3,2019-02-09 22:08:11,2019-02-10 04:40:43,2019-02-09 22:23:24,2019-02-10 04:36:35,AMS,ACC,Schiphol,Kotoka Intl
293516,2019-09-19 20:36:44,2019-09-19 20:36:44,42305dc7-2cd2-47c1-8715-1da29b17cabd,5367,E8,18,2019-02-09 22:24:42,2019-02-10 00:09:09,2019-02-09 22:38:55,2019-02-10 00:02:28,OKC,STL,Will Rogers World,Lambert-st Louis Intl
293518,2019-09-19 20:36:44,2019-09-19 20:36:44,432af04c-6c8f-48e1-8313-d06b299bebd4,245,B33,Any,2019-02-09 22:05:51,2019-02-10 11:42:43,2019-02-09 22:24:14,2019-02-10 11:37:29,EZE,LHR,Ezeiza Intl Ministro Pistarini,Heathrow
293520,2019-09-19 20:36:44,2019-09-19 20:36:44,43d1f357-5333-4074-adfa-07e8a7115684,1704,A9,C41,2019-02-09 22:03:42,2019-02-09 23:57:38,2019-02-09 22:19:33,2019-02-09 23:50:44,ATL,XNA,Hartsfield - Jackson Atlanta I,Northwest Arkansas Regl
293522,2019-09-19 20:36:44,2019-09-19 20:36:44,46819650-0d6f-4bb9-9f7b-707e88f812f6,8845,TBA,TBA,2019-02-09 22:09:39,2019-02-09 23:14:37,2019-02-09 22:25:17,2019-02-09 23:09:13,HOU,DAL,Hobby,Dallas Love
293524,2019-09-19 20:36:44,2019-09-19 20:36:44,4d444090-f9f5-4dfa-8938-b89e7e85ea70,8402,73E,Any,2019-02-09 22:18:26,2019-02-09 23:27:04,2019-02-09 22:33:57,2019-02-09 23:20:34,EYP,BOG,El Yopal,Eldorado Intl
293526,2019-09-19 20:36:44,2019-09-19 20:36:44,509f1c50-5415-4f28-8b7f-029d3512459b,2463,4,Any,2019-02-09 22:08:05,2019-02-09 23:54:47,2019-02-09 22:21:28,2019-02-09 23:47:24,EZE,MDZ,Ezeiza Intl Ministro Pistarini,El Plumerillo
293528,2019-09-19 20:36:44,2019-09-19 20:36:44,6b63c90a-4dea-4997-98e3-7cfe54e87b72,267,C2,5,2019-02-09 22:13:59,2019-02-10 02:26:40,2019-02-09 22:37:03,2019-02-10 02:20:33,PHX,IAD,Phoenix Sky Harbor Intl,Washington Dulles Intl
293530,2019-09-19 20:36:44,2019-09-19 20:36:44,716ba1cd-435f-4713-9b11-aae02a179777,5680,35X,B1,2019-02-09 22:11:48,2019-02-10 00:21:09,2019-02-09 22:29:04,2019-02-10 00:17:21,BHM,DCA,Birmingham-shuttlesworth Intl,Ronald Reagan Washington Natl
293532,2019-09-19 20:36:44,2019-09-19 20:36:44,73569c80-4616-469c-9acb-9f5afe535f88,2084,B02,B33,2019-02-09 22:21:39,2019-02-09 23:19:43,2019-02-09 22:38:23,2019-02-09 23:12:55,ATL,GSP,Hartsfield - Jackson Atlanta I,Greenville-spartanburg Intl-ro
293534,2019-09-19 20:36:44,2019-09-19 20:36:44,7b2ffe64-15cc-4502-b1ad-16724a33bcd9,457,Any,Any,2019-02-09 22:16:32,2019-02-09 23:48:26,2019-02-09 22:34:53,2019-02-09 23:42:12,POS,SXM,Piarco Intl,Princess Juliana Intl
293536,2019-09-19 20:36:44,2019-09-19 20:36:44,83e9ea31-2b54-410e-9107-3938e27ea38f,2354,Any,Any,2019-02-09 22:14:06,2019-02-10 00:03:07,2019-02-09 22:31:02,2019-02-09 23:57:13,HOT,DFW,Memorial,Dallas-ft Worth Intl
293538,2019-09-19 20:36:44,2019-09-19 20:36:44,9e03c5f6-837e-4cf8-a53a-d72ca92f8c19,3820,6,C21,2019-02-09 21:58:00,2019-02-10 00:08:24,2019-02-09 22:16:40,2019-02-10 00:03:18,MKE,DCA,Gen Mitchell Intl,Ronald Reagan Washington Natl
293540,2019-09-19 20:36:44,2019-09-19 20:36:44,a63ff9b8-4df8-4105-8259-e0fa283ad0fb,2709,4,C2,2019-02-09 22:08:57,2019-02-10 00:17:00,2019-02-09 22:25:47,2019-02-10 00:10:09,MSP,BZN,Minneapolis/St. Paul Intl,Gallatin
293542,2019-09-19 20:36:44,2019-09-19 20:36:44,b1e2c1f2-4ac7-4a47-84e3-d821171eb717,2185,Any,Any,2019-02-09 22:12:10,2019-02-10 07:48:29,2019-02-09 22:31:59,2019-02-10 07:41:28,FRA,HAV,Frankfurt/main,Jose Marti Intl
